		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	ET 	Samp	Tx 	Recept	Int.
23/02/19	4:55 a	79.6	79.6	79.5	86	75.0	2.0	NNE	0.17	3.0	NNE	79.6	85.1	85.1	---	29.638	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.1	83	75.4	87.5	0.000	103	1	90.4	5
23/02/19	5:00 a	79.7	79.7	79.6	86	75.1	2.0	NNE	0.17	4.0	N	79.7	85.3	85.3	---	29.641	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.0	83	75.3	87.3	0.001	85	1	74.6	5
23/02/19	5:05 a	79.7	79.8	79.7	86	75.1	2.0	N	0.17	4.0	NNE	79.7	85.3	85.3	---	29.641	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.0	83	75.3	87.3	0.000	93	1	81.6	5
23/02/19	5:10 a	79.8	79.8	79.7	86	75.2	3.0	NNE	0.25	9.0	NNE	79.8	85.5	85.5	---	29.645	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.0	83	75.3	87.3	0.000	97	1	85.1	5
23/02/19	5:15 a	79.8	79.9	79.7	86	75.2	3.0	NNE	0.25	6.0	NE	79.8	85.5	85.5	---	29.644	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.0	83	75.3	87.3	0.000	98	1	86.0	5
23/02/19	5:20 a	79.8	79.9	79.7	86	75.2	3.0	NNE	0.25	5.0	NNE	79.8	85.5	85.5	---	29.647	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.0	83	75.3	87.3	0.000	98	1	86.0	5
23/02/19	5:25 a	79.7	79.8	79.7	87	75.5	3.0	NNE	0.25	5.0	NNE	79.7	85.5	85.5	---	29.647	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.0	83	75.3	87.3	0.000	92	1	80.7	5
23/02/19	5:30 a	79.8	79.9	79.8	86	75.2	3.0	NNE	0.25	6.0	NE	79.8	85.5	85.5	---	29.652	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.0	83	75.3	87.3	0.000	91	1	79.8	5
23/02/19	5:35 a	79.9	79.9	79.8	86	75.3	3.0	NNE	0.25	4.0	NNE	79.9	85.6	85.6	---	29.653	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.0	83	75.3	87.3	0.000	96	1	84.2	5
23/02/19	5:40 a	79.9	79.9	79.8	86	75.3	2.0	NNE	0.17	4.0	N	79.9	85.6	85.6	---	29.653	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.0	83	75.3	87.3	0.000	100	1	87.7	5
23/02/19	5:45 a	79.9	79.9	79.8	86	75.3	3.0	NNE	0.25	5.0	NNE	79.9	85.6	85.6	---	29.657	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.0	83	75.3	87.3	0.000	96	1	84.2	5
23/02/19	5:50 a	80.0	80.0	79.9	86	75.4	4.0	N	0.33	7.0	NNE	80.0	85.8	85.8	---	29.655	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.1	83	75.4	87.5	0.000	97	1	85.1	5
23/02/19	5:55 a	80.1	80.1	80.0	86	75.5	3.0	N	0.25	4.0	N	80.1	86.1	86.1	---	29.657	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.0	83	75.3	87.3	0.000	104	1	91.2	5
23/02/19	6:00 a	80.1	80.1	80.0	86	75.5	2.0	NNE	0.17	5.0	NNW	80.1	86.1	86.1	---	29.656	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.0	83	75.3	87.3	0.001	101	1	88.6	5
23/02/19	6:05 a	80.0	80.1	80.0	86	75.4	3.0	NNE	0.25	4.0	N	80.0	85.8	85.8	---	29.659	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.0	83	75.3	87.3	0.000	96	1	84.2	5
23/02/19	6:10 a	80.0	80.0	79.9	86	75.4	3.0	NNE	0.25	10.0	NE	80.0	85.8	85.8	---	29.661	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.0	83	75.3	87.3	0.000	96	1	84.2	5
23/02/19	6:15 a	80.2	80.2	80.0	86	75.6	3.0	NNE	0.25	8.0	NNE	80.2	86.3	86.3	---	29.666	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.053	81.1	84	75.8	87.8	0.000	99	1	86.8	5
23/02/19	6:20 a	79.9	80.2	79.9	86	75.3	0.0	ENE	0.00	1.0	NE	79.9	85.6	85.6	---	29.668	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.1	83	75.4	87.5	0.000	101	1	88.6	5
23/02/19	6:25 a	79.8	79.9	79.8	87	75.6	1.0	N	0.08	3.0	NE	79.8	85.7	85.7	---	29.672	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.1	84	75.8	87.8	0.000	99	1	86.8	5
23/02/19	6:30 a	79.8	79.9	79.8	87	75.6	0.0	NE	0.00	1.0	NE	79.8	85.7	85.7	---	29.675	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.2	84	75.9	88.1	0.000	104	1	91.2	5
23/02/19	6:35 a	79.7	79.8	79.7	87	75.5	0.0	N	0.00	3.0	NNE	79.7	85.5	85.5	---	29.675	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.2	84	75.9	88.1	0.000	98	1	86.0	5
23/02/19	6:40 a	79.8	79.8	79.7	87	75.6	2.0	NNE	0.17	4.0	NNW	79.8	85.7	85.7	---	29.676	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.1	84	75.8	87.8	0.000	100	1	87.7	5
23/02/19	6:45 a	79.8	79.9	79.8	87	75.6	0.0	ENE	0.00	2.0	NE	79.8	85.7	85.7	---	29.682	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.1	84	75.8	87.8	0.000	105	1	92.1	5
23/02/19	6:50 a	79.8	79.9	79.8	87	75.6	0.0	N	0.00	2.0	N	79.8	85.7	85.7	---	29.683	0.00	0.00	3	0.02	5	0.0	0.00	0.0	0.000	0.051	81.1	84	75.8	87.8	0.000	102	1	89.5	5
23/02/19	6:55 a	79.8	79.9	79.8	87	75.6	0.0	NE	0.00	1.0	NE	79.8	85.7	85.7	---	29.687	0.00	0.00	5	0.04	7	0.0	0.00	0.0	0.000	0.051	81.1	84	75.8	87.8	0.000	100	1	87.7	5
23/02/19	7:00 a	79.7	79.9	79.7	88	75.8	0.0	N	0.00	2.0	N	79.7	85.7	85.7	---	29.688	0.00	0.00	12	0.09	14	0.0	0.00	0.0	0.000	0.051	81.1	84	75.8	87.8	0.000	100	1	87.7	5
23/02/19	7:05 a	79.8	79.8	79.6	87	75.6	1.0	NE	0.08	2.0	NNE	79.8	85.7	85.7	---	29.684	0.00	0.00	11	0.08	12	0.0	0.00	0.0	0.000	0.051	81.1	84	75.8	87.8	0.000	95	1	83.3	5
23/02/19	7:10 a	80.0	80.1	79.8	87	75.8	2.0	N	0.17	5.0	NNW	80.0	86.1	86.1	---	29.685	0.00	0.00	9	0.06	12	0.0	0.00	0.0	0.000	0.052	81.1	84	75.8	87.8	0.000	107	1	93.9	5
23/02/19	7:15 a	80.4	80.4	80.1	88	76.5	10.0	NNW	0.83	16.0	NNW	78.8	87.2	85.6	---	29.685	0.00	0.00	12	0.09	14	0.0	0.00	0.0	0.000	0.053	81.1	84	75.8	87.8	0.000	97	1	85.1	5
23/02/19	7:20 a	81.0	81.0	80.5	85	76.1	13.0	N	1.08	17.0	N	78.6	87.8	85.4	---	29.686	0.00	0.00	9	0.06	11	0.0	0.00	0.0	0.000	0.056	81.2	84	75.9	88.1	0.000	101	1	88.6	5
23/02/19	7:25 a	80.6	81.1	80.6	86	76.0	4.0	NE	0.33	11.0	NNW	80.6	87.2	87.2	---	29.690	0.00	0.00	8	0.06	9	0.0	0.00	0.0	0.000	0.054	81.2	85	76.3	88.3	0.000	96	1	84.2	5
23/02/19	7:30 a	80.1	80.5	80.1	87	75.9	3.0	NNE	0.25	5.0	NNE	80.1	86.3	86.3	---	29.691	0.00	0.00	19	0.14	21	0.0	0.00	0.0	0.000	0.052	81.2	85	76.3	88.3	0.000	94	1	82.5	5
23/02/19	7:35 a	79.9	80.1	79.9	88	76.0	3.0	NE	0.25	7.0	NNE	79.9	86.1	86.1	---	29.691	0.00	0.00	25	0.18	35	0.0	0.00	0.0	0.000	0.052	81.2	85	76.3	88.3	0.000	106	1	93.0	5
23/02/19	7:40 a	79.7	79.9	79.7	89	76.2	2.0	NNE	0.17	5.0	NNE	79.7	85.9	85.9	---	29.692	0.00	0.00	44	0.32	47	0.0	0.00	0.0	0.000	0.051	81.2	85	76.3	88.3	0.000	108	1	94.7	5
23/02/19	7:45 a	79.9	79.9	79.7	88	76.0	3.0	NNE	0.25	5.0	NNE	79.9	86.1	86.1	---	29.696	0.00	0.00	57	0.41	63	0.0	0.00	0.0	0.000	0.052	81.2	85	76.3	88.3	0.000	105	1	92.1	5
23/02/19	7:50 a	80.1	80.2	79.9	87	75.9	3.0	N	0.25	8.0	NNE	80.1	86.3	86.3	---	29.700	0.00	0.00	92	0.66	107	0.1	0.00	0.5	0.000	0.052	81.2	85	76.3	88.3	0.000	107	1	93.9	5
23/02/19	7:55 a	80.6	80.6	80.2	87	76.4	4.0	NNE	0.33	8.0	N	80.6	87.4	87.4	---	29.703	0.00	0.00	134	0.96	144	0.6	0.02	0.7	0.000	0.054	81.2	85	76.3	88.3	0.000	105	1	92.1	5
23/02/19	8:00 a	81.0	81.0	80.7	87	76.8	2.0	N	0.17	4.0	NNE	81.0	88.4	88.4	---	29.703	0.00	0.00	125	0.90	139	0.5	0.02	0.6	0.000	0.056	81.2	85	76.3	88.3	0.002	106	1	93.0	5
23/02/19	8:05 a	81.2	81.2	81.0	86	76.6	4.0	N	0.33	7.0	NNE	81.2	88.6	88.6	---	29.702	0.00	0.00	128	0.92	137	0.7	0.03	0.7	0.000	0.056	81.2	85	76.3	88.3	0.000	96	1	84.2	5
23/02/19	8:10 a	81.5	81.5	81.2	84	76.2	7.0	NNW	0.58	16.0	NNW	81.5	88.8	88.8	---	29.702	0.00	0.00	121	0.87	130	0.8	0.03	1.0	0.000	0.057	81.2	85	76.3	88.3	0.000	94	1	82.5	5
23/02/19	8:15 a	81.7	81.7	81.5	85	76.7	9.0	N	0.75	13.0	NNW	80.8	89.6	88.7	---	29.703	0.00	0.00	148	1.06	151	1.0	0.04	1.1	0.000	0.058	81.3	85	76.4	88.6	0.000	100	1	87.7	5
23/02/19	8:20 a	81.9	81.9	81.7	84	76.6	9.0	N	0.75	13.0	NNW	81.0	89.8	88.9	---	29.708	0.00	0.00	136	0.97	141	0.9	0.03	1.0	0.000	0.059	81.3	85	76.4	88.6	0.000	99	1	86.8	5
23/02/19	8:25 a	82.1	82.1	81.9	84	76.8	9.0	N	0.75	13.0	NNW	81.2	90.4	89.5	---	29.711	0.00	0.00	134	0.96	151	1.0	0.04	1.1	0.000	0.059	81.4	85	76.5	88.8	0.000	96	1	84.2	5
23/02/19	8:30 a	82.1	82.1	82.0	84	76.8	11.0	NNW	0.92	14.0	NNW	80.4	90.4	88.7	---	29.712	0.00	0.00	169	1.21	178	1.2	0.04	1.3	0.000	0.059	81.4	85	76.5	88.8	0.000	95	1	83.3	5
23/02/19	8:35 a	82.3	82.3	82.2	82	76.3	12.0	NNW	1.00	15.0	NNW	80.4	90.3	88.4	---	29.714	0.00	0.00	195	1.40	214	1.5	0.05	1.5	0.000	0.060	81.4	85	76.5	88.8	0.000	87	1	76.3	5
23/02/19	8:40 a	82.3	82.3	82.2	83	76.6	12.0	NNW	1.00	14.0	NW	80.4	90.6	88.7	---	29.715	0.00	0.00	195	1.40	213	1.4	0.05	1.5	0.000	0.060	81.4	85	76.5	88.8	0.000	91	1	79.8	5
23/02/19	8:45 a	82.3	82.4	82.3	85	77.3	12.0	NNW	1.00	15.0	NNW	80.4	91.2	89.3	---	29.717	0.00	0.00	212	1.52	236	1.6	0.06	1.7	0.000	0.060	81.5	85	76.6	89.1	0.000	88	1	77.2	5
23/02/19	8:50 a	82.4	82.4	82.3	83	76.7	12.0	NNW	1.00	15.0	NNW	80.5	90.9	89.0	---	29.715	0.00	0.00	277	1.99	302	2.0	0.07	2.1	0.000	0.060	81.6	86	77.0	89.7	0.000	83	1	72.8	5
23/02/19	8:55 a	82.4	82.5	82.4	83	76.7	13.0	NNW	1.08	15.0	NNW	80.3	90.9	88.8	---	29.724	0.00	0.00	275	1.97	290	2.0	0.07	2.1	0.000	0.060	81.7	86	77.1	89.9	0.000	94	1	82.5	5
23/02/19	9:00 a	82.4	82.5	82.4	83	76.7	12.0	NNW	1.00	14.0	N	80.5	90.9	89.0	---	29.721	0.00	0.00	242	1.73	244	1.9	0.07	2.0	0.000	0.060	81.7	86	77.1	89.9	0.006	86	1	75.4	5
23/02/19	9:05 a	82.4	82.5	82.4	84	77.1	13.0	NNW	1.08	15.0	NNW	80.3	91.2	89.1	---	29.722	0.00	0.00	265	1.90	274	2.3	0.08	2.4	0.000	0.060	81.8	86	77.2	90.2	0.000	79	1	69.3	5
23/02/19	9:10 a	82.4	82.4	82.3	83	76.7	13.0	NNW	1.08	15.0	NNW	80.3	90.9	88.8	---	29.722	0.00	0.00	304	2.18	315	2.5	0.09	2.5	0.000	0.060	81.9	86	77.3	90.5	0.000	96	1	84.2	5
23/02/19	9:15 a	82.4	82.5	82.4	83	76.7	13.0	NNW	1.08	15.0	NNW	80.3	90.9	88.8	---	29.724	0.00	0.00	190	1.36	246	1.9	0.07	2.1	0.000	0.060	81.9	86	77.3	90.5	0.000	92	1	80.7	5
23/02/19	9:20 a	82.4	82.5	82.3	85	77.4	12.0	NNW	1.00	14.0	NNW	80.5	91.5	89.6	---	29.728	0.00	0.00	149	1.07	158	1.5	0.05	1.5	0.000	0.060	82.0	85	77.0	90.4	0.000	90	1	78.9	5
23/02/19	9:25 a	82.3	82.4	82.3	83	76.6	13.0	NNW	1.08	15.0	NNW	80.2	90.6	88.5	---	29.730	0.00	0.00	128	0.92	158	1.2	0.04	1.3	0.000	0.060	82.0	86	77.4	90.7	0.000	92	1	80.7	5
23/02/19	9:30 a	82.3	82.4	82.3	83	76.6	13.0	NNW	1.08	15.0	NNW	80.2	90.6	88.5	---	29.733	0.00	0.00	69	0.49	79	0.7	0.03	0.8	0.000	0.060	82.1	85	77.1	90.7	0.000	90	1	78.9	5
23/02/19	9:35 a	82.3	82.4	82.3	83	76.6	13.0	NNW	1.08	15.0	NNW	80.2	90.6	88.5	---	29.732	0.00	0.00	78	0.56	88	0.9	0.03	1.0	0.000	0.060	82.1	85	77.1	90.7	0.000	93	1	81.6	5
23/02/19	9:40 a	82.3	82.4	82.3	83	76.6	12.0	NNW	1.00	14.0	NNW	80.4	90.6	88.7	---	29.732	0.00	0.00	97	0.70	100	1.0	0.04	1.1	0.000	0.060	82.1	85	77.1	90.7	0.000	85	1	74.6	5
23/02/19	9:45 a	82.3	82.4	82.3	85	77.3	12.0	NNW	1.00	15.0	NNW	80.4	91.2	89.3	---	29.732	0.00	0.00	81	0.58	91	0.9	0.03	1.0	0.000	0.060	82.1	85	77.1	90.7	0.000	92	1	80.7	5
23/02/19	9:50 a	82.3	82.4	82.3	86	77.7	12.0	NNW	1.00	15.0	NNW	80.4	91.6	89.7	---	29.732	0.00	0.00	114	0.82	162	1.6	0.06	2.3	0.000	0.060	82.1	85	77.1	90.7	0.000	91	1	79.8	5
23/02/19	9:55 a	82.2	82.3	82.2	84	76.9	12.0	NW	1.00	15.0	NW	80.3	90.6	88.7	---	29.733	0.00	0.00	287	2.06	330	3.0	0.11	3.6	0.000	0.060	82.1	85	77.1	90.7	0.000	94	1	82.5	5
23/02/19	10:00 a	82.3	82.3	82.2	84	77.0	12.0	NNW	1.00	14.0	NW	80.4	90.9	89.0	---	29.732	0.00	0.00	423	3.03	429	3.9	0.14	4.1	0.000	0.060	82.2	85	77.2	90.9	0.007	90	1	78.9	5
23/02/19	10:05 a	82.5	82.5	82.3	83	76.8	12.0	NNW	1.00	14.0	NNW	80.7	91.2	89.4	---	29.732	0.00	0.00	452	3.24	568	4.5	0.16	4.9	0.000	0.061	82.3	85	77.3	91.2	0.000	90	1	78.9	5
23/02/19	10:10 a	82.5	82.6	82.4	84	77.2	13.0	NW	1.08	15.0	NNW	80.4	91.5	89.4	---	29.733	0.00	0.00	626	4.49	663	5.1	0.18	5.6	0.000	0.061	82.3	85	77.3	91.2	0.000	98	1	86.0	5
23/02/19	10:15 a	82.4	82.6	82.4	84	77.1	14.0	NW	1.17	16.0	NW	80.1	91.2	88.9	---	29.730	0.00	0.00	365	2.62	424	3.7	0.13	4.2	0.000	0.060	82.4	85	77.4	91.5	0.000	94	1	82.5	5
23/02/19	10:20 a	82.2	82.4	82.2	82	76.2	15.0	NW	1.25	18.0	NW	79.6	90.1	87.5	---	29.732	0.00	0.00	392	2.81	432	4.0	0.14	4.4	0.000	0.060	82.5	85	77.5	91.8	0.000	96	1	84.2	5
23/02/19	10:25 a	81.9	82.2	81.9	85	76.9	14.0	NW	1.17	16.0	NW	79.5	90.1	87.7	---	29.730	0.00	0.00	252	1.81	272	2.9	0.10	3.1	0.000	0.059	82.5	85	77.5	91.8	0.000	94	1	82.5	5
23/02/19	10:30 a	81.9	81.9	81.8	84	76.6	14.0	NNW	1.17	17.0	NW	79.5	89.8	87.4	---	29.730	0.00	0.00	334	2.39	371	4.3	0.15	4.6	0.000	0.059	82.6	85	77.6	92.0	0.000	96	1	84.2	5
23/02/19	10:35 a	82.0	82.0	81.9	84	76.7	13.0	NW	1.08	15.0	NNW	79.8	90.1	87.9	---	29.729	0.00	0.00	336	2.41	380	4.7	0.17	5.1	0.000	0.059	82.6	85	77.6	92.0	0.000	88	1	77.2	5
23/02/19	10:40 a	81.9	82.0	81.9	86	77.3	11.0	NW	0.92	12.0	NW	80.2	90.5	88.8	---	29.725	0.00	0.00	392	2.81	415	5.6	0.20	6.0	0.000	0.059	82.7	85	77.7	92.3	0.000	92	1	80.7	5
23/02/19	10:45 a	82.2	82.2	81.9	84	76.9	13.0	NNW	1.08	17.0	NNW	80.0	90.6	88.4	---	29.725	0.00	0.00	596	4.27	606	6.0	0.21	6.5	0.000	0.060	82.7	85	77.7	92.3	0.000	91	1	79.8	5
23/02/19	10:50 a	82.8	82.8	82.3	83	77.1	14.0	NNW	1.17	17.0	NNW	80.6	92.0	89.8	---	29.722	0.00	0.00	569	4.08	621	6.5	0.23	6.9	0.000	0.062	82.8	85	77.8	92.6	0.000	89	1	78.1	5
23/02/19	10:55 a	82.9	82.9	82.8	85	77.9	15.0	NNW	1.25	17.0	NNW	80.5	92.8	90.4	---	29.722	0.00	0.00	599	4.29	638	5.3	0.19	6.1	0.000	0.062	82.8	85	77.8	92.6	0.000	94	1	82.5	5
23/02/19	11:00 a	82.9	83.0	82.8	82	76.8	14.0	NNW	1.17	17.0	N	80.7	92.0	89.8	---	29.723	0.00	0.00	298	2.14	322	4.0	0.14	4.3	0.000	0.062	83.0	84	77.7	92.8	0.013	89	1	78.1	5
23/02/19	11:05 a	82.9	82.9	82.8	84	77.6	13.0	NNW	1.08	15.0	NNW	80.9	92.5	90.5	---	29.723	0.00	0.00	263	1.89	272	3.6	0.13	3.7	0.000	0.062	83.0	84	77.7	92.8	0.000	95	1	83.3	5
23/02/19	11:10 a	82.8	82.8	82.7	85	77.8	14.0	NNW	1.17	16.0	NNW	80.6	92.6	90.4	---	29.716	0.00	0.00	317	2.27	366	4.3	0.15	4.6	0.000	0.062	83.0	84	77.7	92.8	0.000	95	1	83.3	5
23/02/19	11:15 a	82.7	82.8	82.7	81	76.3	14.0	NNW	1.17	17.0	NNW	80.4	91.1	88.8	---	29.716	0.00	0.00	392	2.81	404	5.1	0.18	5.2	0.000	0.061	83.1	84	77.8	93.1	0.000	102	1	89.5	5
23/02/19	11:20 a	82.9	82.9	82.8	81	76.5	15.0	NNW	1.25	17.0	NNW	80.5	91.7	89.3	---	29.711	0.00	0.00	292	2.09	352	3.8	0.14	4.5	0.000	0.062	83.1	84	77.8	93.1	0.000	97	1	85.1	5
23/02/19	11:25 a	82.8	82.9	82.8	83	77.1	13.0	NNW	1.08	17.0	N	80.8	92.0	90.0	---	29.711	0.00	0.00	213	1.53	227	3.0	0.11	3.1	0.000	0.062	83.1	84	77.8	93.1	0.000	97	1	85.1	5
23/02/19	11:30 a	82.7	82.8	82.7	81	76.3	13.0	N	1.08	16.0	N	80.6	91.1	89.0	---	29.705	0.00	0.00	210	1.51	218	2.9	0.10	3.0	0.000	0.061	83.1	83	77.4	92.8	0.000	96	1	84.2	5
23/02/19	11:35 a	82.8	82.8	82.7	80	76.0	13.0	N	1.08	16.0	NNW	80.8	91.1	89.1	---	29.704	0.00	0.00	273	1.96	315	3.5	0.13	3.8	0.000	0.062	83.2	82	77.1	92.8	0.000	95	1	83.3	5
23/02/19	11:40 a	82.9	83.0	82.8	82	76.8	13.0	NNW	1.08	17.0	NNW	80.9	92.0	90.0	---	29.697	0.00	0.00	349	2.50	355	4.6	0.16	4.7	0.000	0.062	83.1	82	77.0	92.5	0.000	95	1	83.3	5
23/02/19	11:45 a	83.1	83.1	83.0	80	76.3	12.0	N	1.00	15.0	NNW	81.3	92.0	90.2	---	29.697	0.00	0.00	321	2.30	334	4.3	0.15	4.4	0.000	0.063	83.1	82	77.0	92.5	0.000	91	1	79.8	5
23/02/19	11:50 a	83.0	83.1	82.9	83	77.3	14.0	NNW	1.17	16.0	NNW	80.8	92.5	90.3	---	29.692	0.00	0.00	332	2.38	362	4.6	0.16	5.3	0.000	0.063	83.1	82	77.0	92.5	0.000	93	1	81.6	5
23/02/19	11:55 a	83.1	83.1	82.9	81	76.7	13.0	N	1.08	18.0	NNW	81.1	92.3	90.3	---	29.689	0.00	0.00	573	4.11	629	7.0	0.25	8.1	0.000	0.063	83.2	83	77.5	93.1	0.000	97	1	85.1	5
23/02/19	12:00 p	83.3	83.3	83.1	81	76.9	14.0	NNW	1.17	19.0	NNW	81.2	92.8	90.7	---	29.685	0.00	0.00	694	4.97	728	8.8	0.31	8.9	0.000	0.064	83.2	83	77.5	93.1	0.011	86	1	75.4	5
23/02/19	12:05 p	83.2	83.3	83.2	81	76.8	16.0	NNW	1.33	19.0	NNW	80.6	92.5	89.9	---	29.679	0.00	0.00	674	4.83	738	8.7	0.31	9.0	0.000	0.063	83.3	83	77.6	93.4	0.000	92	1	80.7	5
23/02/19	12:10 p	83.1	83.2	83.1	80	76.3	15.0	NNW	1.25	18.0	NNW	80.7	92.0	89.6	---	29.673	0.00	0.00	571	4.09	615	7.9	0.28	8.0	0.000	0.063	83.4	83	77.7	93.7	0.000	97	1	85.1	5
23/02/19	12:15 p	83.2	83.2	83.1	80	76.4	15.0	NNW	1.25	18.0	NNW	80.8	92.3	89.9	---	29.666	0.00	0.00	565	4.05	612	7.9	0.28	8.3	0.000	0.063	83.4	83	77.7	93.7	0.000	98	1	86.0	5
23/02/19	12:20 p	83.4	83.4	83.2	81	77.0	16.0	NNW	1.33	18.0	N	80.9	93.1	90.6	---	29.664	0.00	0.00	785	5.63	881	9.3	0.33	9.8	0.000	0.064	83.5	82	77.4	93.7	0.000	100	1	87.7	5
23/02/19	12:25 p	83.5	83.5	83.4	81	77.1	16.0	NNW	1.33	18.0	NNW	81.0	93.4	90.9	---	29.664	0.00	0.00	888	6.36	889	9.8	0.35	10.2	0.000	0.064	83.6	82	77.5	94.0	0.000	91	1	79.8	5
23/02/19	12:30 p	83.5	83.5	83.5	81	77.1	16.0	NNW	1.33	19.0	NNW	81.0	93.4	90.9	---	29.661	0.00	0.00	881	6.31	991	10.4	0.37	10.7	0.000	0.064	83.7	82	77.6	94.3	0.000	91	1	79.8	5
23/02/19	12:35 p	83.5	83.6	83.5	81	77.1	16.0	NNW	1.33	19.0	NNW	81.0	93.4	90.9	---	29.657	0.00	0.00	871	6.24	981	9.4	0.34	10.3	0.000	0.064	83.8	82	77.7	94.6	0.000	93	1	81.6	5
23/02/19	12:40 p	83.3	83.5	83.3	81	76.9	17.0	NNW	1.42	19.0	NNW	80.6	92.8	90.1	---	29.653	0.00	0.00	838	6.01	838	8.6	0.31	8.8	0.000	0.064	83.9	82	77.8	94.9	0.000	94	1	82.5	5
23/02/19	12:45 p	83.4	83.4	83.3	80	76.6	17.0	NNW	1.42	20.0	NNW	80.7	92.8	90.1	---	29.651	0.00	0.00	738	5.29	752	8.1	0.29	8.4	0.000	0.064	84.0	82	77.9	95.1	0.000	90	1	78.9	5
23/02/19	12:50 p	83.3	83.4	83.3	79	76.1	16.0	NNW	1.33	19.0	NNW	80.8	92.2	89.7	---	29.651	0.00	0.00	478	3.43	517	6.0	0.21	6.3	0.000	0.064	84.1	81	77.6	95.0	0.000	98	1	86.0	5
23/02/19	12:55 p	83.2	83.4	83.2	80	76.4	15.0	NNW	1.25	19.0	N	80.8	92.3	89.9	---	29.649	0.00	0.00	258	1.85	287	4.0	0.14	4.6	0.000	0.063	84.1	81	77.6	95.0	0.000	95	1	83.3	5
23/02/19	1:00 p	83.2	83.3	83.2	79	76.0	16.0	NNW	1.33	19.0	N	80.6	91.9	89.3	---	29.648	0.00	0.00	239	1.71	253	3.5	0.13	3.8	0.000	0.063	84.1	80	77.3	94.7	0.019	93	1	81.6	5
23/02/19	1:05 p	83.1	83.2	83.1	79	75.9	15.0	NNW	1.25	19.0	NNW	80.7	91.7	89.3	---	29.645	0.00	0.00	255	1.83	262	3.8	0.14	3.9	0.000	0.063	84.1	80	77.3	94.7	0.000	90	1	78.9	5
23/02/19	1:10 p	83.1	83.1	83.1	81	76.7	15.0	NNW	1.25	19.0	NNW	80.7	92.3	89.9	---	29.644	0.00	0.00	256	1.83	285	3.9	0.14	4.1	0.000	0.063	84.0	80	77.2	94.5	0.000	86	1	75.4	5
23/02/19	1:15 p	83.1	83.1	83.0	80	76.3	16.0	NNW	1.33	19.0	NNW	80.5	92.0	89.4	---	29.645	0.00	0.00	202	1.45	218	3.1	0.11	3.4	0.000	0.063	84.0	80	77.2	94.5	0.000	96	1	84.2	5
23/02/19	1:20 p	83.1	83.1	83.0	80	76.3	16.0	NNW	1.33	18.0	NNW	80.5	92.0	89.4	---	29.641	0.00	0.00	197	1.41	225	3.0	0.11	3.4	0.000	0.063	84.0	79	76.8	94.1	0.000	90	1	78.9	5
23/02/19	1:25 p	83.0	83.1	83.0	80	76.2	16.0	NNW	1.33	18.0	NNW	80.4	91.7	89.1	---	29.638	0.00	0.00	269	1.93	302	3.8	0.14	4.1	0.000	0.063	83.9	80	77.1	94.2	0.000	95	1	83.3	5
23/02/19	1:30 p	83.0	83.0	83.0	79	75.8	17.0	NNW	1.42	19.0	NNW	80.2	91.4	88.6	---	29.636	0.00	0.00	373	2.67	404	4.9	0.17	5.3	0.000	0.063	83.9	80	77.1	94.2	0.000	98	1	86.0	5
