		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	ET 	Samp	Tx 	Recept	Int.
26/02/19	12:25 p	82.8	82.9	82.8	78	75.2	18.0	NNW	1.50	21.0	NNW	79.8	90.5	87.5	---	29.707	0.00	0.00	814	5.83	949	9.8	0.35	10.5	0.000	0.062	84.0	79	76.8	94.1	0.000	104	1	91.2	5
26/02/19	12:30 p	82.6	82.8	82.6	82	76.5	18.0	NNW	1.50	21.0	NNW	79.5	91.2	88.1	---	29.703	0.00	0.00	377	2.70	394	7.4	0.26	7.5	0.000	0.061	84.0	78	76.4	93.8	0.000	101	1	88.6	5
26/02/19	12:35 p	82.4	82.6	82.4	82	76.3	18.0	NNW	1.50	20.0	NNW	79.3	90.6	87.5	---	29.702	0.00	0.00	364	2.61	388	7.3	0.26	7.8	0.000	0.060	84.1	79	76.9	94.3	0.000	107	1	93.9	5
26/02/19	12:40 p	82.6	82.6	82.4	81	76.2	18.0	NNW	1.50	21.0	NW	79.5	90.9	87.8	---	29.700	0.00	0.00	929	6.66	942	10.5	0.38	10.5	0.000	0.061	84.0	79	76.8	94.1	0.000	103	1	90.4	5
26/02/19	12:45 p	82.8	82.8	82.6	79	75.6	19.0	NNW	1.58	22.0	NNW	79.7	90.8	87.7	---	29.693	0.00	0.00	899	6.44	912	10.3	0.37	10.4	0.000	0.062	84.1	79	76.9	94.3	0.000	105	1	92.1	5
26/02/19	12:50 p	82.8	82.8	82.7	80	76.0	19.0	NNW	1.58	22.0	NNW	79.7	91.1	88.0	---	29.690	0.00	0.00	889	6.37	893	10.2	0.36	10.3	0.000	0.062	84.1	79	76.9	94.3	0.000	110	1	96.5	5
26/02/19	12:55 p	82.8	82.8	82.7	79	75.6	19.0	NNW	1.58	22.0	NNW	79.7	90.8	87.7	---	29.687	0.00	0.00	892	6.39	900	10.3	0.37	10.4	0.000	0.062	84.1	79	76.9	94.3	0.000	110	1	96.5	5
26/02/19	1:00 p	82.9	82.9	82.8	80	76.1	19.0	NNW	1.58	22.0	NNW	79.8	91.4	88.3	---	29.684	0.00	0.00	890	6.38	893	10.3	0.37	10.3	0.000	0.062	84.2	78	76.6	94.2	0.024	107	1	93.9	5
26/02/19	1:05 p	82.9	83.0	82.8	82	76.8	18.0	NNW	1.50	22.0	NNW	79.9	92.0	89.0	---	29.682	0.00	0.00	889	6.37	902	10.2	0.36	10.2	0.000	0.062	84.2	79	77.0	94.5	0.000	114	1	100.0	5
26/02/19	1:10 p	83.0	83.0	82.9	81	76.6	18.0	NNW	1.50	22.0	NNW	80.0	92.0	89.0	---	29.680	0.00	0.00	878	6.29	881	10.0	0.36	10.1	0.000	0.063	84.3	79	77.1	94.7	0.000	105	1	92.1	5
26/02/19	1:15 p	82.9	83.0	82.9	79	75.7	19.0	NNW	1.58	23.0	NNW	79.8	91.1	88.0	---	29.678	0.00	0.00	873	6.26	875	9.9	0.35	9.9	0.000	0.062	84.3	79	77.1	94.7	0.000	108	1	94.7	5
26/02/19	1:20 p	83.0	83.0	82.9	81	76.6	19.0	NNW	1.58	22.0	NNW	79.9	92.0	88.9	---	29.676	0.00	0.00	868	6.22	874	9.8	0.35	9.9	0.000	0.063	84.3	79	77.1	94.7	0.000	111	1	97.4	5
26/02/19	1:25 p	82.9	83.0	82.9	81	76.5	19.0	NNW	1.58	23.0	NNW	79.8	91.7	88.6	---	29.674	0.00	0.00	859	6.16	863	9.7	0.35	9.7	0.000	0.062	84.4	79	77.2	94.9	0.000	104	1	91.2	5
26/02/19	1:30 p	82.9	83.0	82.9	81	76.5	19.0	NNW	1.58	22.0	NNW	79.8	91.7	88.6	---	29.672	0.00	0.00	857	6.14	861	9.6	0.34	9.7	0.000	0.062	84.4	79	77.2	94.9	0.000	113	1	99.1	5
26/02/19	1:35 p	82.9	83.0	82.9	81	76.5	19.0	NNW	1.58	21.0	NNW	79.8	91.7	88.6	---	29.670	0.00	0.00	850	6.09	861	9.4	0.34	9.4	0.000	0.062	84.5	80	77.6	95.4	0.000	96	1	84.2	5
26/02/19	1:40 p	83.0	83.0	82.9	82	76.9	19.0	NNW	1.58	22.0	NNW	79.9	92.3	89.2	---	29.667	0.00	0.00	845	6.06	856	9.2	0.33	9.3	0.000	0.063	84.5	80	77.6	95.4	0.000	102	1	89.5	5
26/02/19	1:45 p	83.0	83.1	82.9	82	76.9	19.0	NNW	1.58	23.0	NNW	79.9	92.3	89.2	---	29.664	0.00	0.00	828	5.93	842	9.1	0.33	9.1	0.000	0.063	84.5	80	77.6	95.4	0.000	103	1	90.4	5
26/02/19	1:50 p	83.0	83.1	83.0	82	76.9	19.0	NNW	1.58	22.0	NNW	79.9	92.3	89.2	---	29.660	0.00	0.00	826	5.92	842	8.7	0.31	9.0	0.000	0.063	84.6	80	77.7	95.6	0.000	104	1	91.2	5
26/02/19	1:55 p	83.1	83.1	83.0	85	78.1	18.0	NNW	1.50	21.0	NNW	80.1	93.4	90.4	---	29.657	0.00	0.00	800	5.73	828	8.6	0.31	8.8	0.000	0.063	84.6	80	77.7	95.6	0.000	104	1	91.2	5
26/02/19	2:00 p	83.1	83.1	83.0	81	76.7	20.0	NNW	1.67	23.0	N	79.9	92.3	89.1	---	29.656	0.00	0.00	782	5.61	805	8.4	0.30	8.5	0.000	0.063	84.6	80	77.7	95.6	0.025	112	1	98.2	5
26/02/19	2:05 p	83.1	83.1	83.1	81	76.7	21.0	NNW	1.75	24.0	NNW	79.7	92.3	88.9	---	29.647	0.00	0.00	766	5.49	777	8.2	0.29	8.2	0.000	0.063	84.6	80	77.7	95.6	0.000	107	1	93.9	5
26/02/19	2:10 p	83.1	83.1	83.0	83	77.4	20.0	NNW	1.67	24.0	NNW	79.9	92.8	89.6	---	29.647	0.00	0.00	767	5.50	777	8.0	0.29	8.0	0.000	0.063	84.6	80	77.7	95.6	0.000	110	1	96.5	5
26/02/19	2:15 p	83.1	83.2	83.1	82	77.0	20.0	NNW	1.67	24.0	NNW	79.9	92.5	89.3	---	29.647	0.00	0.00	767	5.50	773	7.8	0.28	7.9	0.000	0.063	84.7	80	77.8	95.8	0.000	109	1	95.6	5
26/02/19	2:20 p	83.1	83.2	83.1	80	76.3	20.0	NNW	1.67	24.0	NNW	79.9	92.0	88.8	---	29.640	0.00	0.00	756	5.42	761	7.6	0.27	7.7	0.000	0.063	84.7	80	77.8	95.8	0.000	111	1	97.4	5
26/02/19	2:25 p	83.1	83.1	83.0	80	76.3	20.0	NNW	1.67	22.0	NNW	79.9	92.0	88.8	---	29.640	0.00	0.00	737	5.28	745	7.4	0.26	7.5	0.000	0.063	84.7	79	77.5	95.5	0.000	104	1	91.2	5
26/02/19	2:30 p	83.2	83.2	83.1	81	76.8	20.0	NNW	1.67	23.0	NNW	80.0	92.5	89.3	---	29.641	0.00	0.00	729	5.23	735	7.1	0.25	7.2	0.000	0.063	84.7	79	77.5	95.5	0.000	109	1	95.6	5
26/02/19	2:35 p	83.2	83.2	83.1	83	77.5	19.0	NNW	1.58	23.0	NNW	80.1	93.1	90.0	---	29.635	0.00	0.00	709	5.08	717	6.8	0.24	6.9	0.000	0.063	84.7	80	77.8	95.8	0.000	110	1	96.5	5
26/02/19	2:40 p	83.3	83.3	83.2	83	77.6	19.0	NNW	1.58	22.0	N	80.3	93.4	90.4	---	29.635	0.00	0.00	694	4.97	698	6.5	0.23	6.6	0.000	0.064	84.8	79	77.6	95.7	0.000	106	1	93.0	5
26/02/19	2:45 p	83.2	83.3	83.2	82	77.1	21.0	NNW	1.75	23.0	NNW	79.9	92.8	89.5	---	29.632	0.00	0.00	678	4.86	687	6.3	0.23	6.4	0.000	0.063	84.7	79	77.5	95.5	0.000	106	1	93.0	5
26/02/19	2:50 p	83.3	83.3	83.2	81	76.9	19.0	NNW	1.58	23.0	NNW	80.3	92.8	89.8	---	29.632	0.00	0.00	663	4.75	668	6.0	0.21	6.1	0.000	0.064	84.8	79	77.6	95.7	0.000	103	1	90.4	5
26/02/19	2:55 p	83.2	83.3	83.2	83	77.5	18.0	NNW	1.50	21.0	N	80.3	93.1	90.2	---	29.629	0.00	0.00	653	4.68	663	5.7	0.20	5.8	0.000	0.063	84.8	79	77.6	95.7	0.000	110	1	96.5	5
26/02/19	3:00 p	83.2	83.3	83.2	81	76.8	19.0	NNW	1.58	25.0	NNW	80.1	92.5	89.4	---	29.629	0.00	0.00	650	4.66	686	5.6	0.20	5.7	0.000	0.063	84.8	79	77.6	95.7	0.022	112	1	98.2	5
26/02/19	3:05 p	83.3	83.3	83.2	81	76.9	18.0	NNW	1.50	23.0	NNW	80.4	92.8	89.9	---	29.624	0.00	0.00	623	4.47	628	5.3	0.19	5.4	0.000	0.064	84.8	79	77.6	95.7	0.000	111	1	97.4	5
26/02/19	3:10 p	83.2	83.3	83.2	82	77.1	19.0	NNW	1.58	24.0	NNW	80.1	92.8	89.7	---	29.623	0.00	0.00	599	4.29	610	5.0	0.18	5.1	0.000	0.063	84.8	79	77.6	95.7	0.000	109	1	95.6	5
26/02/19	3:15 p	83.2	83.3	83.2	83	77.5	19.0	NNW	1.58	23.0	NNW	80.1	93.1	90.0	---	29.623	0.00	0.00	590	4.23	596	4.7	0.17	4.8	0.000	0.063	84.8	79	77.6	95.7	0.000	107	1	93.9	5
26/02/19	3:20 p	83.1	83.2	83.0	82	77.0	21.0	NNW	1.75	24.0	NNW	79.7	92.5	89.1	---	29.617	0.00	0.00	564	4.04	571	4.5	0.16	4.6	0.000	0.063	84.8	79	77.6	95.7	0.000	111	1	97.4	5
26/02/19	3:25 p	83.1	83.2	83.0	83	77.4	20.0	NNW	1.67	24.0	NNW	79.9	92.8	89.6	---	29.612	0.00	0.00	552	3.96	555	4.3	0.15	4.3	0.000	0.063	84.8	79	77.6	95.7	0.000	110	1	96.5	5
26/02/19	3:30 p	83.2	83.2	83.1	82	77.1	19.0	N	1.58	24.0	N	80.1	92.8	89.7	---	29.612	0.00	0.00	540	3.87	547	4.0	0.14	4.1	0.000	0.063	84.7	79	77.5	95.5	0.000	110	1	96.5	5
26/02/19	3:35 p	83.1	83.3	83.1	81	76.7	21.0	NNW	1.75	25.0	NNW	79.7	92.3	88.9	---	29.609	0.00	0.00	518	3.71	524	3.8	0.14	3.9	0.000	0.063	84.7	79	77.5	95.5	0.000	113	1	99.1	5
26/02/19	3:40 p	83.1	83.2	83.1	80	76.3	20.0	NNW	1.67	25.0	NNW	79.9	92.0	88.8	---	29.613	0.00	0.00	502	3.60	513	3.5	0.13	3.7	0.000	0.063	84.7	79	77.5	95.5	0.000	101	1	88.6	5
26/02/19	3:45 p	83.2	83.2	83.1	80	76.4	20.0	N	1.67	25.0	N	80.0	92.3	89.1	---	29.611	0.00	0.00	490	3.51	501	3.3	0.12	3.4	0.000	0.063	84.6	78	77.0	94.9	0.000	104	1	91.2	5
26/02/19	3:50 p	83.1	83.2	83.1	82	77.0	19.0	N	1.58	25.0	NNW	80.0	92.5	89.4	---	29.608	0.00	0.00	474	3.40	482	3.1	0.11	3.1	0.000	0.063	84.6	78	77.0	94.9	0.000	96	1	84.2	5
26/02/19	3:55 p	83.2	83.2	83.1	81	76.8	18.0	N	1.50	25.0	NNW	80.3	92.5	89.6	---	29.605	0.00	0.00	451	3.23	454	2.9	0.10	3.0	0.000	0.063	84.6	79	77.4	95.3	0.000	104	1	91.2	5
26/02/19	4:00 p	83.2	83.2	83.1	82	77.1	18.0	N	1.50	24.0	NNW	80.3	92.8	89.9	---	29.605	0.00	0.00	438	3.14	445	2.7	0.10	2.8	0.000	0.063	84.5	79	77.3	95.1	0.017	102	1	89.5	5
26/02/19	4:05 p	83.2	83.2	83.1	82	77.1	18.0	N	1.50	23.0	N	80.3	92.8	89.9	---	29.608	0.00	0.00	413	2.96	420	2.5	0.09	2.6	0.000	0.063	84.5	79	77.3	95.1	0.000	96	1	84.2	5
26/02/19	4:10 p	83.1	83.2	83.1	80	76.3	18.0	N	1.50	25.0	NNW	80.1	92.0	89.0	---	29.611	0.00	0.00	398	2.85	403	2.3	0.08	2.4	0.000	0.063	84.5	79	77.3	95.1	0.000	97	1	85.1	5
26/02/19	4:15 p	83.1	83.1	83.0	81	76.7	18.0	N	1.50	22.0	N	80.1	92.3	89.3	---	29.610	0.00	0.00	379	2.72	392	2.1	0.07	2.2	0.000	0.063	84.4	78	76.8	94.5	0.000	99	1	86.8	5
26/02/19	4:20 p	83.1	83.1	83.0	83	77.4	18.0	NNW	1.50	23.0	NNW	80.1	92.8	89.8	---	29.607	0.00	0.00	345	2.47	357	1.9	0.07	2.0	0.000	0.063	84.4	78	76.8	94.5	0.000	100	1	87.7	5
26/02/19	4:25 p	82.9	83.1	82.9	82	76.8	19.0	N	1.58	25.0	N	79.8	92.0	88.9	---	29.612	0.00	0.00	338	2.42	345	1.7	0.06	1.8	0.000	0.062	84.3	79	77.1	94.7	0.000	95	1	83.3	5
26/02/19	4:30 p	83.0	83.1	82.9	81	76.6	16.0	N	1.33	21.0	NNW	80.4	92.0	89.4	---	29.609	0.00	0.00	325	2.33	336	1.6	0.06	1.6	0.000	0.063	84.3	79	77.1	94.7	0.000	110	1	96.5	5
26/02/19	4:35 p	83.1	83.1	83.0	80	76.3	18.0	N	1.50	27.0	NNW	80.1	92.0	89.0	---	29.610	0.00	0.00	302	2.16	306	1.4	0.05	1.5	0.000	0.063	84.2	79	77.0	94.5	0.000	111	1	97.4	5
26/02/19	4:40 p	83.1	83.1	83.1	79	75.9	16.0	N	1.33	22.0	N	80.5	91.7	89.1	---	29.610	0.00	0.00	276	1.98	285	1.3	0.05	1.4	0.000	0.063	84.2	78	76.6	94.2	0.000	110	1	96.5	5
26/02/19	4:45 p	83.1	83.2	83.1	82	77.0	18.0	NNW	1.50	25.0	N	80.1	92.5	89.5	---	29.612	0.00	0.00	248	1.78	264	1.1	0.04	1.2	0.000	0.063	84.1	78	76.5	94.0	0.000	107	1	93.9	5
26/02/19	4:50 p	83.0	83.1	82.9	80	76.2	16.0	N	1.33	23.0	NNW	80.4	91.7	89.1	---	29.613	0.00	0.00	238	1.71	248	1.0	0.04	1.1	0.000	0.063	84.1	78	76.5	94.0	0.000	111	1	97.4	5
26/02/19	4:55 p	82.8	83.0	82.8	80	76.0	17.0	N	1.42	24.0	NNW	80.0	91.1	88.3	---	29.616	0.00	0.00	211	1.51	229	0.9	0.03	1.0	0.000	0.062	84.0	78	76.4	93.8	0.000	111	1	97.4	5
26/02/19	5:00 p	82.8	82.9	82.8	80	76.0	17.0	N	1.42	22.0	NNW	80.0	91.1	88.3	---	29.613	0.00	0.00	207	1.48	216	0.8	0.03	0.8	0.000	0.062	83.9	78	76.3	93.5	0.011	107	1	93.9	5
26/02/19	5:05 p	82.8	82.9	82.8	81	76.4	17.0	N	1.42	25.0	NNW	80.0	91.4	88.6	---	29.614	0.00	0.00	184	1.32	193	0.7	0.03	0.7	0.000	0.062	83.9	78	76.3	93.5	0.000	102	1	89.5	5
26/02/19	5:10 p	82.8	82.9	82.8	80	76.0	19.0	NNW	1.58	22.0	NNW	79.7	91.1	88.0	---	29.617	0.00	0.00	161	1.15	167	0.6	0.02	0.6	0.000	0.062	83.8	78	76.2	93.2	0.000	96	1	84.2	5
26/02/19	5:15 p	82.7	82.8	82.7	82	76.6	17.0	N	1.42	24.0	NNW	79.8	91.4	88.5	---	29.620	0.00	0.00	149	1.07	153	0.5	0.02	0.6	0.000	0.061	83.8	78	76.2	93.2	0.000	113	1	99.1	5
26/02/19	5:20 p	82.8	82.8	82.7	81	76.4	19.0	N	1.58	23.0	N	79.7	91.4	88.3	---	29.621	0.00	0.00	134	0.96	141	0.3	0.01	0.5	0.000	0.062	83.7	78	76.1	93.0	0.000	111	1	97.4	5
26/02/19	5:25 p	82.7	82.7	82.7	81	76.3	18.0	NNW	1.50	22.0	NNW	79.6	91.1	88.0	---	29.626	0.00	0.00	117	0.84	123	0.0	0.00	0.0	0.000	0.061	83.6	78	76.0	92.7	0.000	108	1	94.7	5
26/02/19	5:30 p	82.7	82.7	82.7	80	75.9	13.0	N	1.08	19.0	NNW	80.6	90.9	88.8	---	29.629	0.00	0.00	104	0.75	113	0.0	0.00	0.0	0.000	0.061	83.6	78	76.0	92.7	0.000	111	1	97.4	5
26/02/19	5:35 p	82.7	82.7	82.6	80	75.9	15.0	N	1.25	22.0	NNW	80.2	90.9	88.4	---	29.626	0.00	0.00	86	0.62	93	0.0	0.00	0.0	0.000	0.061	83.6	78	76.0	92.7	0.000	112	1	98.2	5
26/02/19	5:40 p	82.7	82.7	82.6	80	75.9	16.0	N	1.33	22.0	N	80.0	90.9	88.2	---	29.633	0.00	0.00	71	0.51	77	0.0	0.00	0.0	0.000	0.061	83.5	78	75.9	92.4	0.000	112	1	98.2	5
26/02/19	5:45 p	82.5	82.7	82.5	80	75.7	15.0	N	1.25	20.0	N	80.0	90.3	87.8	---	29.632	0.00	0.00	58	0.42	63	0.0	0.00	0.0	0.000	0.061	83.4	78	75.8	92.1	0.000	110	1	96.5	5
26/02/19	5:50 p	82.5	82.5	82.4	79	75.3	16.0	N	1.33	23.0	NNW	79.8	90.0	87.3	---	29.634	0.00	0.00	45	0.32	49	0.0	0.00	0.0	0.000	0.061	83.3	78	75.7	91.9	0.000	110	1	96.5	5
26/02/19	5:55 p	82.5	82.5	82.4	82	76.4	17.0	N	1.42	21.0	N	79.6	90.9	88.0	---	29.633	0.00	0.00	34	0.24	39	0.0	0.00	0.0	0.000	0.061	83.3	78	75.7	91.9	0.000	111	1	97.4	5
26/02/19	6:00 p	82.4	82.5	82.4	81	76.0	15.0	N	1.25	21.0	NNW	79.9	90.3	87.8	---	29.634	0.00	0.00	27	0.19	30	0.0	0.00	0.0	0.000	0.060	83.3	79	76.1	92.2	0.006	112	1	98.2	5
26/02/19	6:05 p	82.3	82.4	82.2	81	75.9	15.0	N	1.25	21.0	NNW	79.8	90.0	87.5	---	29.634	0.00	0.00	19	0.14	23	0.0	0.00	0.0	0.000	0.060	83.2	79	76.0	91.9	0.000	109	1	95.6	5
26/02/19	6:10 p	82.1	82.3	82.1	80	75.3	14.0	N	1.17	19.0	NNW	79.7	89.2	86.8	---	29.637	0.00	0.00	12	0.09	14	0.0	0.00	0.0	0.000	0.059	83.1	78	75.5	91.3	0.000	109	1	95.6	5
26/02/19	6:15 p	82.0	82.2	82.0	80	75.2	13.0	N	1.08	20.0	N	79.8	88.9	86.7	---	29.641	0.00	0.00	7	0.05	9	0.0	0.00	0.0	0.000	0.059	83.0	78	75.4	91.1	0.000	111	1	97.4	5
26/02/19	6:20 p	81.9	82.0	81.9	80	75.1	12.0	N	1.00	17.0	N	80.0	88.7	86.8	---	29.644	0.00	0.00	3	0.02	5	0.0	0.00	0.0	0.000	0.059	83.0	78	75.4	91.1	0.000	112	1	98.2	5
26/02/19	6:25 p	81.8	81.9	81.8	80	75.0	11.0	N	0.92	18.0	N	80.1	88.4	86.7	---	29.642	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.058	82.9	78	75.3	90.8	0.000	111	1	97.4	5
26/02/19	6:30 p	81.8	81.9	81.8	81	75.4	11.0	N	0.92	16.0	N	80.1	88.7	87.0	---	29.641	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.058	82.8	78	75.2	90.5	0.000	109	1	95.6	5
26/02/19	6:35 p	81.8	81.8	81.7	81	75.4	12.0	N	1.00	18.0	N	79.9	88.7	86.8	---	29.642	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.058	82.7	78	75.1	90.2	0.000	109	1	95.6	5
26/02/19	6:40 p	81.7	81.8	81.7	82	75.7	11.0	N	0.92	15.0	NNE	80.0	88.8	87.1	---	29.647	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.058	82.7	79	75.5	90.6	0.000	107	1	93.9	5
26/02/19	6:45 p	81.6	81.7	81.6	81	75.2	12.0	N	1.00	21.0	N	79.6	88.2	86.2	---	29.648	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.058	82.6	79	75.4	90.3	0.000	105	1	92.1	5
26/02/19	6:50 p	81.5	81.7	81.5	82	75.5	10.0	N	0.83	16.0	N	80.1	88.3	86.9	---	29.652	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.5	79	75.3	90.0	0.000	111	1	97.4	5
26/02/19	6:55 p	81.6	81.6	81.5	81	75.2	11.0	N	0.92	18.0	NNW	79.9	88.2	86.5	---	29.659	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.058	82.5	79	75.3	90.0	0.000	108	1	94.7	5
26/02/19	7:00 p	81.5	81.6	81.5	81	75.1	10.0	N	0.83	17.0	NNW	80.1	88.0	86.6	---	29.665	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.5	79	75.3	90.0	0.003	109	1	95.6	5
26/02/19	7:05 p	81.5	81.6	81.5	80	74.7	13.0	N	1.08	17.0	NNW	79.2	87.7	85.4	---	29.665	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.4	79	75.2	89.7	0.000	108	1	94.7	5
26/02/19	7:10 p	81.6	81.6	81.5	81	75.2	12.0	N	1.00	17.0	N	79.6	88.2	86.2	---	29.668	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.058	82.4	79	75.2	89.7	0.000	111	1	97.4	5
26/02/19	7:15 p	81.5	81.6	81.5	81	75.1	11.0	N	0.92	14.0	N	79.8	88.0	86.3	---	29.671	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.3	79	75.1	89.4	0.000	111	1	97.4	5
26/02/19	7:20 p	81.6	81.6	81.5	82	75.6	13.0	N	1.08	17.0	N	79.3	88.5	86.2	---	29.672	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.058	82.3	79	75.1	89.4	0.000	106	1	93.0	5
26/02/19	7:25 p	81.5	81.6	81.5	81	75.1	11.0	N	0.92	16.0	N	79.8	88.0	86.3	---	29.676	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.2	79	75.0	89.2	0.000	101	1	88.6	5
26/02/19	7:30 p	81.5	81.6	81.5	81	75.1	14.0	N	1.17	19.0	N	79.0	88.0	85.5	---	29.675	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.2	79	75.0	89.2	0.000	110	1	96.5	5
26/02/19	7:35 p	81.5	81.6	81.5	81	75.1	13.0	N	1.08	17.0	NNW	79.2	88.0	85.7	---	29.678	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.2	79	75.0	89.2	0.000	108	1	94.7	5
26/02/19	7:40 p	81.4	81.6	81.4	81	75.0	8.0	N	0.67	13.0	N	81.0	87.7	87.3	---	29.680	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.1	79	74.9	88.9	0.000	104	1	91.2	5
26/02/19	7:45 p	81.4	81.4	81.3	81	75.0	10.0	N	0.83	15.0	N	79.9	87.7	86.2	---	29.686	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.1	79	74.9	88.9	0.000	110	1	96.5	5
26/02/19	7:50 p	81.3	81.4	81.3	81	74.9	9.0	N	0.75	14.0	N	80.3	87.5	86.5	---	29.690	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.1	79	74.9	88.9	0.000	107	1	93.9	5
26/02/19	7:55 p	81.3	81.4	81.2	82	75.3	8.0	N	0.67	16.0	NE	80.9	87.8	87.4	---	29.693	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.0	79	74.8	88.6	0.000	107	1	93.9	5
26/02/19	8:00 p	81.2	81.3	81.2	82	75.2	8.0	N	0.67	14.0	N	80.8	87.5	87.1	---	29.701	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	82.0	80	75.2	88.9	0.002	108	1	94.7	5
26/02/19	8:05 p	81.4	81.4	81.3	82	75.4	11.0	N	0.92	15.0	NNE	79.6	88.0	86.2	---	29.701	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.0	80	75.2	88.9	0.000	106	1	93.0	5
26/02/19	8:10 p	81.4	81.5	81.3	82	75.4	11.0	N	0.92	15.0	NNW	79.6	88.0	86.2	---	29.705	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.0	80	75.2	88.9	0.000	111	1	97.4	5
26/02/19	8:15 p	81.5	81.5	81.4	82	75.5	10.0	N	0.83	14.0	N	80.1	88.3	86.9	---	29.704	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.0	80	75.2	88.9	0.000	107	1	93.9	5
26/02/19	8:20 p	81.4	81.5	81.4	82	75.4	10.0	N	0.83	14.0	N	79.9	88.0	86.5	---	29.721	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	81.9	80	75.1	88.7	0.000	103	1	90.4	5
26/02/19	8:25 p	81.5	81.5	81.4	83	75.8	10.0	N	0.83	15.0	NNW	80.1	88.5	87.1	---	29.712	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.0	80	75.2	88.9	0.000	104	1	91.2	5
26/02/19	8:30 p	81.4	81.5	81.4	82	75.4	9.0	N	0.75	12.0	N	80.4	88.0	87.0	---	29.713	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	81.9	80	75.1	88.7	0.000	108	1	94.7	5
26/02/19	8:35 p	81.4	81.5	81.4	82	75.4	8.0	N	0.67	12.0	NNE	81.0	88.0	87.6	---	29.716	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	81.9	80	75.1	88.7	0.000	107	1	93.9	5
26/02/19	8:40 p	81.3	81.4	81.3	82	75.3	7.0	N	0.58	13.0	NNW	81.3	87.8	87.8	---	29.718	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	81.9	80	75.1	88.7	0.000	104	1	91.2	5
26/02/19	8:45 p	81.2	81.3	81.2	82	75.2	9.0	N	0.75	13.0	N	80.2	87.5	86.5	---	29.719	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	81.9	80	75.1	88.7	0.000	105	1	92.1	5
26/02/19	8:50 p	81.3	81.3	81.2	82	75.3	7.0	N	0.58	12.0	NNW	81.3	87.8	87.8	---	29.719	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	81.8	80	75.0	88.4	0.000	106	1	93.0	5
26/02/19	8:55 p	81.2	81.3	81.2	82	75.2	8.0	N	0.67	13.0	NNW	80.8	87.5	87.1	---	29.719	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	81.9	80	75.1	88.7	0.000	105	1	92.1	5
26/02/19	9:00 p	81.3	81.3	81.2	82	75.3	9.0	N	0.75	12.0	N	80.3	87.8	86.8	---	29.722	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	81.8	80	75.0	88.4	0.002	105	1	92.1	5
26/02/19	9:05 p	81.3	81.3	81.2	82	75.3	8.0	N	0.67	14.0	NNW	80.9	87.8	87.4	---	29.724	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	81.8	80	75.0	88.4	0.000	106	1	93.0	5
